id_llamada,fecha,hora,id_agente,nombre_agente,turno,area,antiguedad_años,tipo_gestion,canal,provincia_cliente,AHT_segundos,FCR,rellamado_7dias,PEC_error_critico,NPS_score,satisfaccion_agente,ausente,motivo_ausencia,columna_sistema_interno
CALL-02698,2024-07-23,21:44,AG003,Camila Fernández,Noche,Soporte Técnico,5,Cobranza,Outbound,Rosario,201,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-02045,2024-06-18,10:05,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Chat derivado a voz,CABA,508,0,0,0,,4,0,,SVC_AR_2024
CALL-00768,2024-05-09,16:29,AG012,Ignacio Herrera,Noche,Ventas,2,Reclamo,Callback,Córdoba,475,1,0,0,6.0,4,0,,SVC_AR_2024
CALL-04939,2024-02-23,09:57,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Consulta,Chat derivado a voz,Mendoza,113,0,1,0,5.0,4,0,,SVC_AR_2024
CALL-04197,2024-10-04,09:58,AG008,Agustín Sánchez,Tarde,Ventas,2,Consulta,Inbound,Mendoza,152,1,1,0,9.0,4,0,,SVC_AR_2024
CALL-00422,2024-06-28,19:06,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Soporte Técnico,Outbound,Buenos Aires,550,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-00124,2024-11-13,14:31,AG010,Tomás González,Mañana,Cobranzas,1,Soporte Técnico,Callback,Tucumán,642,1,0,0,10.0,5,0,,SVC_AR_2024
CALL-04471,2024-09-06,22:16,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Reclamo,Outbound,CABA,0,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-02647,2024-01-25,17:30,AG001,Valentina López,Mañana,Atención al Cliente,3,Consulta,Outbound,Rosario,174,0,1,0,5.0,3,0,,SVC_AR_2024
CALL-00820,2024-05-27,09:06,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Reclamo,Outbound,Santa Fe,418,1,0,0,,3,0,,SVC_AR_2024
CALL-01404,2024-12-08,10:13,AG001,Valentina López,Mañana,Atención al Cliente,3,Baja de Servicio,Inbound,Córdoba,401,1,0,0,8.0,1,0,,SVC_AR_2024
CALL-01383,2024-05-28,22:44,AG010,Tomás González,Mañana,Cobranzas,1,Consulta,Inbound,Tucumán,129,1,0,1,4.0,3,0,,SVC_AR_2024
CALL-02149,2024-04-27,21:47,AG001,Valentina López,Mañana,Atención al Cliente,3,Venta,Callback,Santa Fe,436,0,1,0,4.0,1,0,,SVC_AR_2024
CALL-01576,2024-05-27,21:37,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Cobranza,Callback,Santa Fe,238,1,0,1,,4,0,,SVC_AR_2024
CALL-01639,2024-07-21,22:51,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Soporte Técnico,Chat derivado a voz,CABA,561,1,0,0,9.0,1,0,,SVC_AR_2024
CALL-01796,2024-02-16,07:27,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Baja de Servicio,Inbound,Tucumán,358,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-04831,2024-06-25,16:03,AG003,Camila Fernández,Noche,Soporte Técnico,5,Venta,Chat derivado a voz,Santa Fe,408,1,0,0,,4,1,Sin justificar,SVC_AR_2024
CALL-00400,2024-03-03,08:29,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Venta,Callback,Santa Fe,503,1,0,0,,2,1,,SVC_AR_2024
CALL-02311,2024-02-04,19:01,AG006,Nicolás Pérez,Noche,Cobranzas,1,Cobranza,Inbound,CABA,316,1,0,0,9.0,2,0,,SVC_AR_2024
CALL-00883,2024-02-03,16:07,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Baja de Servicio,Chat derivado a voz,CABA,372,1,0,0,7.0,3,0,,SVC_AR_2024
CALL-04989,2024-03-18,12:57,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Soporte Técnico,Inbound,Tucumán,483,1,0,0,,4,0,,SVC_AR_2024
CALL-02918,2024-12-13,09:29,AG014,Sebastián Castro,Tarde,Cobranzas,1,Baja de Servicio,Callback,Mendoza,409,0,0,0,6.0,4,0,,SVC_AR_2024
CALL-01353,2024-11-26,14:07,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Consulta,Inbound,Mendoza,248,1,0,0,6.0,3,0,,SVC_AR_2024
CALL-03919,2024-05-21,10:54,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Venta,Outbound,Tucumán,479,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-04565,2024-12-03,20:49,AG014,Sebastián Castro,Tarde,Cobranzas,1,Soporte Técnico,Chat derivado a voz,Mendoza,580,1,0,0,9.0,4,1,,SVC_AR_2024
CALL-02131,2024-03-31,13:55,AG008,Agustín Sánchez,Tarde,Ventas,2,Soporte Técnico,Callback,Tucumán,502,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-00983,2024-01-12,07:56,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Reclamo,Outbound,Rosario,0,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-00457,2024-05-03,08:51,AG003,Camila Fernández,Noche,Soporte Técnico,5,Cobranza,Callback,Tucumán,251,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-03554,2024-12-09,10:57,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Consulta,Chat derivado a voz,Mendoza,221,1,0,0,6.0,1,1,,SVC_AR_2024
CALL-01080,2024-05-06,17:58,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Cobranza,Callback,Mendoza,168,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-01951,16/10/2024,09:09,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Cobranza,Callback,Tucumán,248,0,1,0,4.0,5,0,,SVC_AR_2024
CALL-04329,2024-05-10,18:29,AG001,Valentina López,Mañana,Atención al Cliente,3,Reclamo,Chat derivado a voz,Tucumán,295,0,1,0,4.0,3,1,,SVC_AR_2024
CALL-00690,2024-02-16,10:45,AG012,Ignacio Herrera,Noche,Ventas,2,Consulta,Callback,Tucumán,279,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-02430,2024-07-27,15:25,AG006,Nicolás Pérez,Noche,Cobranzas,1,Consulta,Inbound,Córdoba,168,0,0,0,9.0,3,0,,SVC_AR_2024
CALL-00642,2024-07-16,13:12,AG004,Lucas García,Mañana,Ventas,2,Cobranza,Outbound,Mendoza,220,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-02393,2024-09-09,10:48,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Consulta,Outbound,Santa Fe,150,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-01954,2024-03-18,20:35,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Inbound,CABA,524,0,0,0,7.0,4,1,,SVC_AR_2024
CALL-02768,2024-06-08,13:42,AG014,Sebastián Castro,Tarde,Cobranzas,1,Venta,Outbound,Buenos Aires,443,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-03558,2024-06-06,09:59,AG001,Valentina López,Mañana,Atención al Cliente,3,Soporte Técnico,Inbound,CABA,443,1,0,0,5.0,4,0,,SVC_AR_2024
CALL-03457,2024-03-15,17:49,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Reclamo,Callback,Rosario,398,1,0,0,10.0,5,0,,SVC_AR_2024
CALL-03358,2024-03-04,10:46,AG004,Lucas García,Mañana,Ventas,2,Consulta,Inbound,CABA,244,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-04782,2024-07-23,07:06,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Cobranza,Inbound,Santa Fe,248,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-02952,2024-01-09,13:33,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Consulta,Outbound,Tucumán,274,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-01885,2024-12-24,10:06,AG012,Ignacio Herrera,Noche,Ventas,2,Soporte Técnico,Inbound,Santa Fe,722,0,0,0,8.0,3,0,,SVC_AR_2024
CALL-00390,2024-08-22,09:37,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Venta,Callback,CABA,358,0,1,1,3.0,2,0,,SVC_AR_2024
CALL-02495,2024-05-09,12:27,AG003,Camila Fernández,Noche,Soporte Técnico,5,Consulta,Inbound,Mendoza,147,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-03139,2024-07-10,08:03,AG012,Ignacio Herrera,Noche,Ventas,2,Cobranza,Callback,Buenos Aires,246,1,0,0,6.0,2,0,,SVC_AR_2024
CALL-04818,2024-11-05,21:32,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Cobranza,Inbound,Tucumán,193,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-00846,2024-07-10,07:54,AG014,Sebastián Castro,Tarde,Cobranzas,1,Consulta,Outbound,Córdoba,60,0,1,0,6.0,3,0,,SVC_AR_2024
CALL-00543,2024-07-02,16:31,AG008,Agustín Sánchez,Tarde,Ventas,2,Soporte Técnico,Inbound,Rosario,428,0,1,0,6.0,4,0,,SVC_AR_2024
CALL-00092,2024-10-20,16:30,AG014,Sebastián Castro,Tarde,Cobranzas,1,Consulta,Inbound,Córdoba,95,0,0,0,7.0,4,0,,SVC_AR_2024
CALL-04598,2024-05-14,17:59,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Baja de Servicio,Chat derivado a voz,Tucumán,370,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-01980,2024-05-08,20:05,AG014,Sebastián Castro,Tarde,Cobranzas,1,Reclamo,Inbound,Buenos Aires,422,0,1,0,4.0,4,1,Capacitación,SVC_AR_2024
CALL-04624,2024-10-04,17:00,AG006,Nicolás Pérez,Noche,Cobranzas,1,Baja de Servicio,Inbound,Córdoba,386,1,0,0,5.0,4,0,,SVC_AR_2024
CALL-04104,2024-11-17,15:35,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Cobranza,Callback,Rosario,353,0,1,0,6.0,3,0,,SVC_AR_2024
CALL-02923,2024-11-18,08:33,AG001,Valentina López,Mañana,Atención al Cliente,3,Cobranza,Inbound,Santa Fe,231,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-02530,2024-06-03,14:42,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Consulta,Callback,Rosario,303,1,0,0,6.0,4,0,,SVC_AR_2024
CALL-01677,2024-04-03,19:52,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Cobranza,Outbound,Rosario,328,0,1,1,1.0,5,1,Sin justificar,SVC_AR_2024
CALL-01049,2024-04-11,16:11,AG001,Valentina López,Mañana,Atención al Cliente,3,Reclamo,Outbound,Córdoba,441,1,0,0,9.0,3,0,,SVC_AR_2024
CALL-01961,2024-08-02,17:19,AG012,Ignacio Herrera,Noche,Ventas,2,Soporte Técnico,Callback,Tucumán,422,0,1,0,5.0,2,0,,SVC_AR_2024
CALL-02531,2024-01-15,08:35,AG014,Sebastián Castro,Tarde,Cobranzas,1,Cobranza,Outbound,Mendoza,369,1,1,0,6.0,5,1,,SVC_AR_2024
CALL-02802,2024-05-14,22:34,AG006,Nicolás Pérez,Noche,Cobranzas,1,Soporte Técnico,Callback,Tucumán,523,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-00238,2024-07-06,19:23,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Venta,Outbound,Córdoba,487,1,0,0,10.0,1,0,,SVC_AR_2024
CALL-02987,2024-09-01,15:23,AG001,Valentina López,Mañana,Atención al Cliente,3,Soporte Técnico,Inbound,Rosario,520,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-04843,2024-03-26,07:17,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Baja de Servicio,Inbound,Santa Fe,491,1,0,0,6.0,2,0,,SVC_AR_2024
CALL-01134,2024-06-24,17:52,AG006,Nicolás Pérez,Noche,Cobranzas,1,Baja de Servicio,Callback,Santa Fe,331,1,1,0,6.0,3,0,,SVC_AR_2024
CALL-01806,2024-07-08,22:19,AG012,Ignacio Herrera,Noche,Ventas,2,Soporte Técnico,Outbound,Buenos Aires,595,0,0,0,8.0,5,0,,SVC_AR_2024
CALL-04346,2024-08-11,15:54,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Reclamo,Inbound,Mendoza,390,1,0,0,7.0,2,0,,SVC_AR_2024
CALL-00164,2024-07-31,15:13,AG010,Tomás González,Mañana,Cobranzas,1,Soporte Técnico,Callback,CABA,445,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-04291,2024-08-22,12:27,AG003,Camila Fernández,Noche,Soporte Técnico,5,Reclamo,Inbound,Córdoba,357,1,0,1,5.0,3,0,,SVC_AR_2024
CALL-04725,2024-07-08,08:05,AG010,Tomás González,Mañana,Cobranzas,1,Baja de Servicio,Chat derivado a voz,Mendoza,282,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-03365,2024-07-27,22:16,AG010,Tomás González,Mañana,Cobranzas,1,Venta,Callback,Rosario,491,1,0,0,4.0,1,0,,SVC_AR_2024
CALL-04847,2024-01-25,14:12,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Soporte Técnico,Outbound,CABA,590,0,1,0,3.0,5,0,,SVC_AR_2024
CALL-03221,2024-03-06,08:11,AG012,Ignacio Herrera,Noche,Ventas,2,Baja de Servicio,Outbound,CABA,352,0,1,0,4.0,2,0,,SVC_AR_2024
CALL-03659,2024-02-18,22:09,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Reclamo,Callback,Mendoza,362,1,0,0,9.0,1,0,,SVC_AR_2024
CALL-03964,2024-01-14,07:21,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Soporte Técnico,Callback,CABA,503,1,0,0,8.0,3,0,,SVC_AR_2024
CALL-01812,2024-11-06,22:27,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Callback,Tucumán,611,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-03132,2024-06-20,17:04,AG003,Camila Fernández,Noche,Soporte Técnico,5,Baja de Servicio,Chat derivado a voz,Tucumán,331,0,1,0,6.0,4,1,,SVC_AR_2024
CALL-03400,2024-02-26,17:18,AG010,Tomás González,Mañana,Cobranzas,1,Consulta,Chat derivado a voz,Buenos Aires,186,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-01429,2024-06-05,08:34,AG001,Valentina López,Mañana,Atención al Cliente,3,Baja de Servicio,Chat derivado a voz,Rosario,363,0,0,0,7.0,5,1,,SVC_AR_2024
CALL-04459,2024-03-04,10:11,AG008,Agustín Sánchez,Tarde,Ventas,2,Cobranza,Outbound,Córdoba,262,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-02819,2024-03-21,18:07,AG001,Valentina López,Mañana,Atención al Cliente,3,Venta,Callback,Mendoza,406,1,0,0,9.0,3,0,,SVC_AR_2024
CALL-04999,2024-05-09,17:14,AG008,Agustín Sánchez,Tarde,Ventas,2,Consulta,Inbound,Santa Fe,172,0,1,0,3.0,5,0,,SVC_AR_2024
CALL-04925,2024-09-14,14:57,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Venta,Inbound,Santa Fe,467,0,1,1,0.0,4,0,,SVC_AR_2024
CALL-04665,2024-09-06,11:29,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Cobranza,Outbound,Buenos Aires,220,1,0,0,5.0,4,0,,SVC_AR_2024
CALL-04614,2024-04-17,14:29,AG008,Agustín Sánchez,Tarde,Ventas,2,Cobranza,Outbound,CABA,368,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-01453,2024-08-03,11:36,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Soporte Técnico,Outbound,Buenos Aires,438,0,1,1,3.0,4,0,,SVC_AR_2024
CALL-00594,2024-04-04,22:27,AG006,Nicolás Pérez,Noche,Cobranzas,1,Venta,Chat derivado a voz,Córdoba,433,1,1,0,7.0,3,0,,SVC_AR_2024
CALL-02726,2024-01-03,07:33,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Cobranza,Inbound,CABA,340,1,0,0,6.0,4,0,,SVC_AR_2024
CALL-00042,2024-01-23,07:21,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Venta,Chat derivado a voz,Buenos Aires,502,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-00561,2024-06-24,21:38,AG012,Ignacio Herrera,Noche,Ventas,2,Baja de Servicio,Callback,Buenos Aires,504,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-03222,2024-06-25,22:58,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Reclamo,Inbound,Tucumán,388,1,0,1,2.0,4,0,,SVC_AR_2024
CALL-03338,2024-03-28,07:32,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Soporte Técnico,Outbound,Tucumán,486,1,0,1,5.0,5,0,,SVC_AR_2024
CALL-00244,2024-07-07,17:43,AG014,Sebastián Castro,Tarde,Cobranzas,1,Consulta,Chat derivado a voz,Rosario,241,1,0,0,6.0,2,0,,SVC_AR_2024
CALL-01340,2024-06-17,19:17,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Venta,Inbound,Buenos Aires,395,1,0,0,4.0,4,1,,SVC_AR_2024
CALL-03765,2024-03-29,11:17,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Reclamo,Callback,CABA,440,0,1,0,2.0,4,0,,SVC_AR_2024
CALL-03883,2024-01-10,07:23,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Baja de Servicio,Inbound,Mendoza,333,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-04362,2024-03-20,11:31,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Consulta,Chat derivado a voz,Buenos Aires,175,1,0,0,7.0,2,0,,SVC_AR_2024
CALL-01443,2024-05-24,11:01,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Soporte Técnico,Chat derivado a voz,Santa Fe,403,0,1,0,6.0,3,0,,SVC_AR_2024
CALL-00262,2024-04-05,07:47,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Baja de Servicio,Outbound,Buenos Aires,353,1,1,0,6.0,3,0,,SVC_AR_2024
CALL-04454,2024-03-04,11:24,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Cobranza,Inbound,Mendoza,237,1,0,1,5.0,5,0,,SVC_AR_2024
CALL-01690,2024-05-10,10:40,AG001,Valentina López,Mañana,Atención al Cliente,3,Soporte Técnico,Callback,Rosario,570,1,0,0,,4,0,,SVC_AR_2024
CALL-01726,2024-12-22,22:08,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Soporte Técnico,Chat derivado a voz,Córdoba,603,0,1,0,6.0,5,0,,SVC_AR_2024
CALL-04086,2024-01-17,15:44,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Consulta,Chat derivado a voz,Mendoza,167,1,1,0,5.0,3,0,,SVC_AR_2024
CALL-00835,2024-10-02,21:43,AG001,Valentina López,Mañana,Atención al Cliente,3,Consulta,Callback,Buenos Aires,281,0,0,0,5.0,4,0,,SVC_AR_2024
CALL-01867,2024-01-03,15:59,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Cobranza,Chat derivado a voz,Santa Fe,394,1,0,0,9.0,4,1,Sin justificar,SVC_AR_2024
CALL-02497,2024-05-04,20:57,AG004,Lucas García,Mañana,Ventas,2,Cobranza,Callback,Santa Fe,140,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-02011,2024-04-28,08:17,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Consulta,Inbound,Rosario,140,0,1,0,2.0,3,0,,SVC_AR_2024
CALL-00341,2024-10-21,19:27,AG010,Tomás González,Mañana,Cobranzas,1,Reclamo,Outbound,Mendoza,332,0,1,0,5.0,3,0,,SVC_AR_2024
CALL-03009,2024-06-10,20:03,AG008,Agustín Sánchez,Tarde,Ventas,2,Consulta,Inbound,Córdoba,174,0,1,0,5.0,3,0,,SVC_AR_2024
CALL-01602,2024-05-29,16:45,AG006,Nicolás Pérez,Noche,Cobranzas,1,Baja de Servicio,Callback,Tucumán,370,1,0,0,8.0,3,0,,SVC_AR_2024
CALL-03761,2024-02-14,11:20,AG014,Sebastián Castro,Tarde,Cobranzas,1,Venta,Inbound,Santa Fe,273,0,0,0,9.0,3,0,,SVC_AR_2024
CALL-04710,2024-04-18,11:21,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Soporte Técnico,Callback,Santa Fe,498,0,1,1,0.0,4,0,,SVC_AR_2024
CALL-00481,2024-01-07,09:58,AG004,Lucas García,Mañana,Ventas,2,Consulta,Callback,Buenos Aires,116,1,0,0,9.0,2,0,,SVC_AR_2024
CALL-03075,2024-04-22,12:57,AG004,Lucas García,Mañana,Ventas,2,Baja de Servicio,Chat derivado a voz,Tucumán,376,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-03925,2024-09-07,13:03,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Consulta,Inbound,Rosario,228,0,0,0,7.0,5,0,,SVC_AR_2024
CALL-03622,2024-04-24,17:17,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Consulta,Callback,Córdoba,112,0,1,0,5.0,4,0,,SVC_AR_2024
CALL-04654,2024-09-14,22:11,AG012,Ignacio Herrera,Noche,Ventas,2,Cobranza,Outbound,CABA,152,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-03067,2024-07-12,22:19,AG004,Lucas García,Mañana,Ventas,2,Venta,Chat derivado a voz,Santa Fe,412,1,0,0,8.0,5,1,Enfermedad,SVC_AR_2024
CALL-04712,2024-08-24,07:15,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Venta,Outbound,Buenos Aires,406,0,1,0,3.0,3,0,,SVC_AR_2024
CALL-01767,2024-08-23,21:28,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Soporte Técnico,Chat derivado a voz,Córdoba,612,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-04488,2024-11-27,10:42,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Soporte Técnico,Outbound,Mendoza,551,0,1,0,4.0,4,0,,SVC_AR_2024
CALL-02454,2024-10-21,19:25,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Venta,Inbound,Rosario,430,1,0,0,9.0,3,0,,SVC_AR_2024
CALL-02898,2024-01-06,16:21,AG014,Sebastián Castro,Tarde,Cobranzas,1,Consulta,Callback,CABA,205,1,0,0,8.0,1,0,,SVC_AR_2024
CALL-03840,2024-04-12,10:57,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Cobranza,Callback,Santa Fe,224,1,0,0,6.0,5,0,,SVC_AR_2024
CALL-04041,2024-02-08,08:34,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Cobranza,Outbound,Buenos Aires,293,0,1,0,3.0,4,1,,SVC_AR_2024
CALL-04693,2024-03-07,22:30,AG012,Ignacio Herrera,Noche,Ventas,2,Reclamo,Callback,Córdoba,385,0,0,0,7.0,4,0,,SVC_AR_2024
CALL-03704,2024-06-28,16:57,AG003,Camila Fernández,Noche,Soporte Técnico,5,Venta,Chat derivado a voz,Buenos Aires,351,1,0,0,8.0,2,0,,SVC_AR_2024
CALL-01272,2024-11-07,17:28,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Baja de Servicio,Chat derivado a voz,Mendoza,412,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-03099,2024-07-02,11:41,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Consulta,Outbound,Mendoza,245,1,0,0,7.0,2,0,,SVC_AR_2024
CALL-04516,2024-10-12,16:36,AG001,Valentina López,Mañana,Atención al Cliente,3,Baja de Servicio,Callback,Buenos Aires,463,0,1,0,5.0,3,0,,SVC_AR_2024
CALL-03779,2024-11-05,21:56,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Soporte Técnico,Chat derivado a voz,CABA,520,0,1,0,6.0,4,0,,SVC_AR_2024
CALL-04156,2024-04-11,20:33,AG014,Sebastián Castro,Tarde,Cobranzas,1,Soporte Técnico,Chat derivado a voz,Tucumán,496,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-00348,2024-08-18,15:22,AG014,Sebastián Castro,Tarde,Cobranzas,1,consulta,Inbound,Rosario,276,0,0,0,6.0,5,0,,SVC_AR_2024
CALL-03906,2024-11-02,09:06,AG008,Agustín Sánchez,Tarde,Ventas,2,Soporte Técnico,Outbound,CABA,562,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-04639,2024-08-28,13:21,AG012,Ignacio Herrera,Noche,Ventas,2,Reclamo,Chat derivado a voz,Santa Fe,389,1,0,0,10.0,5,0,,SVC_AR_2024
CALL-02563,2024-04-04,21:58,AG004,Lucas García,Mañana,Ventas,2,Venta,Outbound,Buenos Aires,468,1,0,1,4.0,4,0,,SVC_AR_2024
CALL-04605,2024-03-23,08:30,AG012,Ignacio Herrera,Noche,Ventas,2,Cobranza,Chat derivado a voz,Mendoza,175,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-01424,2024-12-27,22:17,AG006,Nicolás Pérez,Noche,Cobranzas,1,Soporte Técnico,Outbound,Córdoba,476,0,1,1,0.0,2,0,,SVC_AR_2024
CALL-00657,2024-08-31,08:35,AG006,Nicolás Pérez,Noche,Cobranzas,1,consulta,Callback,Rosario,84,1,0,1,4.0,4,0,,SVC_AR_2024
CALL-02103,2024-08-06,07:02,AG012,Ignacio Herrera,Noche,Ventas,2,Reclamo,Inbound,Mendoza,312,1,0,0,5.0,5,0,,SVC_AR_2024
CALL-00633,2024-08-18,16:52,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Reclamo,Inbound,Rosario,395,0,1,0,6.0,3,0,,SVC_AR_2024
CALL-04367,2024-10-13,18:48,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Consulta,Inbound,Mendoza,245,1,0,0,8.0,1,1,Licencia,SVC_AR_2024
CALL-02494,2024-10-07,22:22,AG006,Nicolás Pérez,Noche,Cobranzas,1,Soporte Técnico,Inbound,Rosario,484,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-02666,2024-04-15,19:04,AG012,Ignacio Herrera,Noche,Ventas,2,Soporte Técnico,Outbound,Santa Fe,497,0,0,0,,5,1,,SVC_AR_2024
CALL-04926,2024-10-23,07:22,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Consulta,Callback,Rosario,243,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-03687,2024-06-02,22:26,AG010,Tomás González,Mañana,Cobranzas,1,Baja de Servicio,Inbound,Santa Fe,450,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-03373,2024-11-01,17:55,AG012,Ignacio Herrera,Noche,Ventas,2,Soporte Técnico,Chat derivado a voz,Córdoba,583,0,1,0,4.0,4,0,,SVC_AR_2024
CALL-04026,2024-08-19,22:41,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Reclamo,Chat derivado a voz,Córdoba,426,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-03619,2024-12-05,08:07,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Consulta,Chat derivado a voz,Santa Fe,266,1,0,0,6.0,2,0,,SVC_AR_2024
CALL-02501,23/12/2024,16:12,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Cobranza,Callback,Córdoba,310,1,0,0,8.0,2,0,,SVC_AR_2024
CALL-01466,2024-10-03,13:00,AG010,Tomás González,Mañana,Cobranzas,1,Consulta,Chat derivado a voz,Buenos Aires,298,1,0,1,3.0,4,0,,SVC_AR_2024
CALL-04164,2024-04-04,16:09,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Venta,Outbound,CABA,360,0,1,0,2.0,5,0,,SVC_AR_2024
